Date;ACCOR;CREDIT AGRICOLE ;AEROPORTS DE PARIS ;AIR FRANCE - KLM;L'AIR LIQUIDE;Airbus ;ARKEMA ;ALD ;ALSTOM ;ALTAREA SC;DASSAULT AVIATION;AMUNDI;ANTIN INFRASTRUCTURE PARTNERS;ALTEN ;ATOS ;SOCIETE BIC;BIOMERIEUX ;DANONE;BNP PARIBAS ;BOLLORE ;BUREAU VERITAS ;CARREFOUR;Capgemini ;CARMILA;CGG ;CASINO, GUICHARD-PERRACHON;COFACE;COVIVIO ;AXA;DERICHEBOURG ;JCDECAUX ;VINCI;SARTORIUS STEDIM BIOTECH;DASSAULT SYSTEMES ;EDENRED;ELECTRICITE DE FRANCE ;ELIOR GROUP;ELIS;BOUYGUES;ENGIE;Euronext ;FAURECIA;ERAMET ;EUROFINS SCIENTIFIC ;EUTELSAT COMMUNICATIONS;LA FRANCAISE DES JEUX ;EIFFAGE ;FNAC DARTY;VALEO;GETLINK;GECINA ;SOCIETE GENERALE ;GAZTRANSPORT ET TECHNIGAZ ;THALES;ICADE;IPSEN ;IPSOS ;INTERPARFUMS ;KERING ;KORIAN;KLEPIERRE;LEGRAND;LVMH MOET HENNESSY LOUIS VUITTON;MCPHY ENERGY;MERCIALYS;WENDEL;COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN ;METROPOLE TELEVISION ;ArcelorMittal;NEOEN;NEXANS ;IMERYS;NEXITY ;L'OREAL;ORANGE ;ORPEA;OVH GROUPE ;COMPAGNIE PLASTIC OMNIUM ;PUBLICIS GROUPE ;REMY COINTREAU ;EURAZEO;PERNOD RICARD;RENAULT ;RUBIS;REXEL ;SOLUTIONS 30 ;SAFRAN ;SANOFI ;SCOR ;SES;SES-IMAGOTAG;COMPAGNIE DE SAINT-GOBAIN ;SEB;SOMFY;SOITEC ;SOPRA STERIA GROUP ;SPIE;Stellantis;STMicroelectronics ;SCHNEIDER ELECTRIC;SODEXO;Technip Energies;TELEPERFORMANCE ;TELEVISION FRANCAISE 1;TRIGANO ;TotalEnergies ;VEOLIA ENVIRONNEMENT ;VIRBAC;VIVENDI ;VALLOUREC;VALNEVA ;VERALLIA;WORLDLINE ;SOLVAY;SBF 120
6/13/2022;27.18;8.82;124.2;1.5;138.28;97.52;102.25;12.06;25.13;125.8;155.6;48;25.48;108.3;18.8;53.1;87.68;53.22;46.67;4.67;25.65;18.48;169.35;13.5;1.03;14.72;10.16;55.75;22.12;6.57;16.25;86;303.7;34.25;43.31;8.25;2.32;12.64;30.66;12.1;74.86;19.91;111.8;79.8;10.63;32.38;89.5;42;19.27;17.28;97.5;22.26;118.6;114;47.02;86;44.15;42.64;495.6;15.01;19.15;75.3;550;13.55;8.28;88.55;27.99;15.24;26;37.03;89.65;31.96;23.9;308.3;10.9;21.31;18.69;16.25;46.3;163.2;67.05;174.9;24.39;26.48;18.25;3.8;88.34;95.87;22.88;8.45;73.5;50.06;91.05;130.8;158.45;148.7;20.96;12.47;32.53;119.64;65.38;12.52;287.8;7.49;105.3;53.35;24.22;337.5;10.88;11.91;7.81;24.46;35.1;88.08;4674.18
6/14/2022;27.24;8.83;122.4;1.3;134.98;96.36;97.34;12.12;25.01;126.6;155.1;47.58;24.22;105;14.41;53.05;85.58;51.74;47.34;4.75;25.05;18.77;165.75;13.38;1.03;14.23;10.37;56.7;22.39;6.35;15.89;83.69;296.3;33.5;42.72;8.16;2.34;12.64;30.28;11.96;73.78;19.65;108.9;77.84;10.74;32.1;87.76;42.24;18.88;16.92;95.7;22.42;118.3;113.5;47.16;84.5;44.8;42.36;491.3;14.2;18.82;72.2;544;12.97;8.14;86;27.15;14.61;25.94;35.5;84.8;31.88;24.06;301.65;10.86;20.75;18.49;16.17;46.09;152.7;64.35;169.3;24.25;24.25;17.55;3.66;88.7;94.15;22.75;8.43;74;48.24;89.6;130.6;151.45;144.4;20.58;12.46;32.5;116.98;65.78;12.53;279.3;7.26;105;54.08;23.5;330.5;10.91;12.1;8.01;24.44;32.54;86.74;4613.31
6/15/2022;28.4;9.05;125.4;1.34;136.84;96.45;98.8;11.98;25.06;125.8;155.5;48.4;24;107.2;13.66;53.15;84.06;51.36;48.29;4.77;25.28;18.71;169.4;13.58;1;14.51;10.5;57.4;23.06;6.46;16.31;85.58;301.3;34.34;44.21;8.44;2.53;12.93;30.99;12.21;75.46;20.62;113.9;78.46;10.87;32.98;89.18;42.88;19.73;17.2;97.4;23.06;118.1;113.85;47.56;84.35;45.6;43.18;504;14.46;19.52;73.98;551.8;13.7;8.28;87.4;27.86;14.96;26.53;36.5;85.45;32.64;24.3;307.5;10.88;21.3;19.5;16.7;46.66;156.5;64.7;172.8;25.4;24.09;18.35;4.03;91.7;93.95;23.06;8.56;75.7;48.78;90.85;133.8;154.7;147.4;20.78;12.83;33.71;120.02;67.92;12.28;283.1;7.38;107.4;53.53;24.01;340;10.95;12.19;7.73;24.68;33.75;88.58;4678.53
6/16/2022;27.51;8.9;125.3;1.25;131.68;93;91.68;11.72;24.51;122;152.9;48;23;104.5;12.66;52.35;81.8;50.27;47.52;4.76;23.96;18.64;166;13.58;0.94;13.74;10.31;55;22.6;6.18;15.9;84.76;289.7;33.48;45.72;8.07;2.44;12.43;30.81;11.32;76.62;19.37;107;76.3;10.67;32.26;87.46;41.8;18.9;17.1;94.15;22.59;118.9;112.45;46.52;81.25;42.7;42.95;489.15;14.28;19.14;72.8;539.4;12.95;8.09;79.55;27.22;14.78;25.08;35.86;81.55;31.32;23.42;304.45;10.91;21.25;19.07;15.72;45.14;152.9;61.95;169.4;23.68;22.66;17.66;3.85;89.74;93.53;22.07;8.48;74.3;45.59;89.45;131.6;143.35;142.8;20.1;12.16;31.63;117.38;66.56;11.83;279.5;7.02;101.9;51.97;23.15;334;10.63;11.84;7.45;23.88;33.33;82.08;4563.67
6/17/2022;27.73;8.99;129.35;1.27;129.4;94.12;92.12;11.82;24.44;124.6;152.7;48.82;23.42;105.2;12.88;51.55;83.52;51.9;47.74;4.85;23.95;18.29;168.5;14.38;0.93;13.92;10.31;56.65;22.49;6.28;16.45;85.01;288;33.75;45.72;8.02;2.48;12.75;31.12;11.25;75.36;19.37;103.8;73.64;10.92;32.51;88.62;42;18.88;17.33;97.2;22.93;120.3;112.2;47.48;82.8;43.4;43.36;481.85;14.75;19.75;72.18;544.7;13.9;8.27;79.4;27.82;14.6;24.73;36.36;79.85;30.82;23.72;307.65;10.94;22.5;19.53;16.13;45.62;155.7;61.15;169.65;24.04;22.53;17.7;4;91.14;94.17;21.56;8.57;76.3;45.81;90.5;132.4;144.3;146.1;20.88;12.24;31.71;115.78;66.88;11.91;280.3;7.02;104.5;49.34;23.24;339;10.67;12.19;7.94;24.1;34.71;81.68;4565.92
6/20/2022;28.61;9.21;133.2;1.36;127.32;96.98;92.52;11.82;24.83;128;152.2;48.8;23.1;106.3;13.06;51.55;84.14;51.95;48.35;4.91;24.27;18.63;168.4;14.6;0.95;14.2;10.29;56.95;22.72;6.35;16.94;85.07;276.7;33.88;45.79;7.96;2.56;12.85;30.66;11.51;75.04;20.86;103.6;72.08;10.91;33.13;88.28;42.76;20.39;17.45;97.3;23.48;118.8;115.3;48.2;83.2;45.4;45.05;484.4;14.96;20.53;70.8;542.5;14.33;8.4;77;27.77;14.82;24.52;37.57;80.15;30.8;24.1;308.5;11.03;22.99;18.89;16.77;47;155;61.45;168.5;26.38;22.81;16.74;4.03;96.33;95.61;21.55;8.57;76.3;43.98;91.2;131;145.05;146.4;20.76;12.39;31.51;114.02;67.56;12.28;279.4;7.07;105.1;50.25;23.46;337.5;10.47;12.15;10.27;23.58;35.52;82.22;4596.16
6/21/2022;28.22;9.4;131.6;1.3;131.2;96.08;93.08;12.08;24.62;129;152.4;49.64;23.28;108.6;12.39;52.2;85.74;51.64;49.36;4.94;24.49;18.29;171.45;14.86;0.97;13.9;10.32;57.15;22.64;6.36;16.84;84.47;277.7;34.09;46.4;8.02;2.5;12.94;30.61;11.46;75.64;21.17;111.3;72.68;10.89;33.38;87.56;41.86;20.64;17.42;97.5;23.72;120.8;115.5;48.74;82.9;45.9;45.35;494.3;14.76;20.67;70.48;553.5;14.75;8.42;78.65;27.81;14.76;24.8;37.54;79.95;30.8;24.42;315.6;10.94;22.5;19.41;16.75;47.53;160.8;62;169.35;26.33;23.56;16.73;3.94;95.3;94.43;21.53;8.5;77.2;45.07;91.5;126.4;150.65;146.7;21.1;12.69;32.32;114.52;66.82;12.84;278.6;7.04;104.2;50.5;23.58;336.5;10.46;12.67;12.02;23.88;36.79;82.86;4630.18
6/22/2022;27.75;9.24;128.05;1.3;130.18;92.96;89.98;12.14;23.89;130.2;148.2;50.45;23.12;108.2;12.62;52.65;86.86;51.12;49.04;4.78;24.95;16.98;174.9;14.72;0.9;13.36;10.26;57.35;22.42;6;16.36;85.61;282.4;34.25;45.5;7.88;2.35;12.97;30.56;11.56;75.96;20.68;103.4;73.4;10.98;33.39;88.02;42.08;20.03;17.36;98.4;23.6;117.8;112.7;49.2;85.3;44.95;45.4;487.9;14.83;20.69;69.42;551.7;14.1;8.36;79.1;27;14.64;22.43;37.67;76.05;30.06;24.9;316.95;11.12;23.06;19.52;16.48;46.94;161.6;61.4;172.45;26.14;23.1;15.82;3.94;93.94;95.54;20.83;8.48;78.7;43.73;91.3;119.8;146.1;147.1;21.08;12.48;31.67;112.8;66.22;12.25;281.3;6.98;104.6;49.05;23.62;345;10.25;12.01;11.9;24;37.52;79.52;4591.67
6/23/2022;27.58;8.88;128.6;1.21;129.72;90.92;85.72;11.76;23.18;129;143.5;49.6;22.88;106;13.4;51.95;89.06;50.57;46.74;4.81;24.82;16.5;174.55;14.24;0.85;12.8;9.93;55.65;21.96;5.79;16.2;85.2;285.1;35.11;44.3;7.61;2.19;12.75;30.08;11.44;76.62;19.31;98.25;76.48;10.99;33.2;86.34;41.78;19.5;17.23;92.7;22.3;117.9;111.6;48.94;86.5;44.05;45.3;490;14.48;20.21;68.9;566;13.55;8.21;78.55;25.81;14.49;22.3;37.32;74.55;28.72;24.76;323.35;11.04;22.56;19.05;16.2;45;161.3;61.15;171.65;25.24;22.04;15.18;3.86;92.4;95.75;20.29;8.4;74.3;41.95;92.1;117.6;143;145.3;20.88;12.22;31.12;112;64.6;11.75;282.7;6.88;102.5;48.1;22.95;349;10.03;11.81;14.24;23.44;37.95;76.96;4560.03
6/24/2022;28.2;9.18;128.1;1.19;134.9;92.5;89.62;11.88;23.52;132;147;52.15;23.3;108.2;13.72;52.5;91.4;52.59;47.94;4.91;25.39;17.08;178.35;14.56;0.84;12.97;10.04;56.95;22.47;5.95;16.48;87.75;305.3;36.64;45.01;7.73;2.27;13.17;30.84;11.35;77.6;19.3;100.2;78.8;11.11;33.9;88.96;42.42;18.81;17.5;93.45;22.8;119;113.55;49.46;87.9;45;46.65;502.5;14.88;20.71;71.68;587.4;13.81;8.34;81.6;26.25;14.7;22.5;37.7;76.9;29.22;25.4;336.85;11.11;23.72;19.34;16.49;46.61;169;62.6;179.9;24.71;22.28;15.55;3.77;95;100.56;21.08;8.5;78.7;43.25;93.65;120.8;146.95;147.4;21.26;12.43;31.79;116.74;66.88;12.22;294.2;7.06;103.3;49.56;23.91;361;10.07;11.64;12.65;24.04;38.53;79.76;4700.76
6/27/2022;27.79;9.1;127;1.19;133.74;93.21;90.54;11.82;23.88;132.8;147.2;52.85;23.88;106.5;13.68;52.95;91.46;52.68;47.81;4.91;25.38;17.09;181;14.6;0.86;13.09;10.2;56.55;22.04;5.96;16.65;86.17;308.8;36.33;44.34;7.78;2.3;13.16;30.31;11.37;78;20.06;101.7;78.14;11.09;33.7;87.84;42.18;19.3;17.67;94.2;22.65;120.3;114.9;49.12;85.55;45.6;45.55;496.65;14.96;20.7;72.3;580.2;13.75;8.4;82.55;26.46;14.7;23.08;38.2;79.3;29.24;25.52;334.55;11.13;23.9;19.08;16.72;46.81;168.2;63.05;178.45;25.27;22.57;15.92;3.86;92.87;99.59;20.7;8.5;78.9;42.79;92.9;120.8;146.85;148.7;21.18;12.42;31.85;117.24;67.56;12.31;293.7;6.98;103.8;50;24.42;364;10;12.15;12.76;24.14;37.7;81.02;4684.91
6/28/2022;28.02;9.14;128.3;1.22;133.98;94.94;90.18;11.94;24.16;137.6;151.3;53.75;23.68;108.5;14.15;52.5;91.16;52.89;47.91;4.86;25.19;17.26;174.7;14.82;0.89;13.12;10.4;57.8;22.29;5.91;16.77;87.67;303.5;36.24;44.44;8.15;2.37;13.65;30.65;11.49;78.2;20.74;101.6;78.28;11.31;33.82;89.34;42.04;20.08;17.69;96.8;22.83;120.6;116.85;50.25;85.3;46.4;45.9;503.6;14.71;20.7;71.88;589.1;13.89;8.5;81.9;26.62;14.55;23.08;39.03;78.4;30.28;25.58;330.95;11.29;24.03;19.14;17.19;47.06;168.6;61.95;180.05;25.87;23.31;15.91;3.85;96.47;99.37;20.9;8.61;80.6;42.69;93.65;124.6;144.15;148.3;21.48;12.54;31.43;117.6;67.64;12.68;293.1;7;103.6;50.65;24.72;373;10;12.5;11.63;24.42;37.79;81.34;4715.64
6/29/2022;26.65;9;125.2;1.17;131.86;92.21;86.18;11.52;23.5;134;147.9;52.75;23.04;105.3;13.24;51.95;91.7;53.03;47.08;4.63;25.23;17.1;169;14.66;0.87;12.68;10.42;54.05;22;5.78;16.03;86.52;297.4;36.09;44.54;8.22;2.19;12.87;30.18;11.39;77.54;20.06;102;74.42;11.22;33.34;87.74;41.3;19.51;17.53;91.5;22.29;123.5;116;47.78;89.35;45.6;45.65;500.6;14.62;19.53;71.3;589;13.15;8.25;81.25;26.44;14.29;22.34;36.47;77.75;29.94;25.28;330.75;11.26;24.35;18.14;16.92;46.26;166;60.8;176.1;24.43;22.92;15.27;3.76;93.44;100.88;20.51;8.43;79;41.53;92.7;123.2;138.6;144.5;21.26;12.19;30.78;115.54;66.34;12.34;293.6;6.8;101.4;50.96;24.11;372.5;9.68;12.16;11.44;24.26;37.11;78.06;4666.67
6/30/2022;25.83;8.73;120.85;1.12;128.12;92.45;84.92;11.12;21.59;130.6;148.9;52.2;22.52;103.8;12.79;52.2;93.2;53.26;45.37;4.42;24.45;16.89;163.45;13.5;0.83;12.35;9.97;52.95;21.66;5.5;16.03;84.96;299.3;35.12;44.97;7.81;2.12;12.7;29.36;10.97;77.9;18.92;99.15;75.08;10.74;33.02;85.88;40.44;18.43;16.83;89;20.89;119.5;117.05;46.54;90.05;45.3;45.15;490.1;14.29;18.36;70.46;581.7;12.81;7.71;79.75;25.98;14.09;21.51;35.96;73.95;29.06;25.5;329.3;11.22;23.24;17.3;16.53;46.66;166.7;59.1;175.3;23.79;22.28;14.68;3.59;94.21;96.34;20.5;8.34;81;40.95;91.55;124;135.5;142.6;20.7;11.78;30;112.9;67.06;11.9;293.3;6.76;93.4;50.37;23.29;371.5;9.7;11.39;10.86;22.78;35.38;77.32;4580.48
07/01/2022;25.93;8.73;122.75;1.12;126.94;95.24;85.92;10.96;21.87;129.8;150.7;50.35;22.38;101.6;12.67;52.15;95.04;53.3;45.31;4.43;24.65;16.94;161.75;13.54;0.8;12.46;10.2;52.5;21.73;5.51;16.1;85.85;303.5;35.33;45.79;8.55;2.19;12.85;28.82;11.19;77.16;18.87;95.3;75.24;10.93;31.48;86.66;39.64;18.64;17.15;90.3;20.81;119.7;120.15;46.24;92.1;43.65;45.3;487.25;14.27;18.33;70.12;580;13;7.82;80.55;26.17;14.2;21.63;38.05;75.3;28.88;25.4;329.4;11.28;22.69;15.79;16.63;46.58;167.5;59.2;175.25;24.36;22.32;14.49;3.53;95.1;97.52;20.6;8.35;79.5;41.04;91.8;121;130.75;140.9;20.72;11.71;29.1;111.26;69.78;11.79;295.9;6.81;90.35;50.15;23.62;370;9.57;10.37;10.02;23.02;35.46;77.3;4589.04
07/04/2022;25.8;8.75;123.95;1.14;128;93.4;88;10.9;22.2;129;149.2;50.15;22.18;99.2;11.33;52.3;98.1;53.72;45.28;4.44;24.71;17.15;157.3;13.5;0.84;12.42;10.21;51.45;21.79;5.6;16.29;86.4;309.6;35;45.37;8.48;2.1;13.15;28.64;10.99;77.12;18.12;96.3;74.98;10.94;30.77;87.36;39.66;18.77;17.31;85.7;20.62;121.4;118.2;42.72;91.85;44.4;45.6;490.4;14.19;18.14;70.9;585.3;12.62;7.84;80;26.02;14.09;21.83;37.57;76.35;28.9;25.5;331.7;11.3;23.51;14.6;16.46;43.73;166.7;58.85;174.95;24.15;22.92;14.39;3.41;94.9;98.34;20.32;8.34;79.5;40.65;92.4;124;123.75;140.2;20.76;11.6;28.57;112;72.54;12.35;300.1;6.78;92.3;52.43;23.53;367;9.47;10.3;10.1;23.14;35.83;78.86;4604.78
07/05/2022;25.48;8.43;116.7;1.09;122.44;89.42;86.14;10.58;21.47;127;136.8;48.66;22.78;99.6;10.36;52.55;98.54;52.94;43.91;4.35;23.93;16.59;155.4;13.54;0.78;12.36;9.31;51.5;20.38;5.39;14.88;82.9;318;35.04;44.45;7.84;2.02;12.93;27.68;10.55;75;16.55;87.9;73;10.53;30.86;83.78;39.18;17.63;17.06;85.6;19.7;121.5;111.7;42.5;90.3;43.85;44.65;479.65;14.37;17.84;70.94;572;12.58;7.7;78.45;25;13.73;20.89;37.5;74.9;27.82;25.16;331.45;11.14;25.4;14.41;15.53;41.52;174.4;58.15;176.45;22.74;21.74;13.81;3.3;91.8;97.12;18.63;7.86;78.7;39.53;92.85;124.8;121.4;135.6;20.34;11.24;27.97;112.18;71.12;11.88;298.9;6.32;91.55;49.07;22.22;368;9.26;9.23;11.12;22.22;34.2;74.82;4482.66
07/06/2022;25.6;8.41;118.65;1.11;126.46;92.66;87.3;10.46;22.5;131.8;138.3;49.1;23.62;104.5;11.33;53.9;102.2;53.58;43.44;4.4;24.2;16.78;159.1;13.94;0.75;12.67;9.56;52.15;20.69;5.51;15.04;84.66;325.8;36.75;44.62;8.98;2.04;13.14;27.65;10.38;76.98;15.56;85.6;76.58;10.49;31.05;84.84;39.36;17.01;17.06;88.05;19.57;115.6;115.95;43.62;91.35;44.5;46.25;489.45;14.47;18.2;71.56;597.6;12.85;8.01;80.05;25.79;13.86;20.65;38.71;76.65;27.74;25.58;347.75;11.01;24.59;14.74;15.4;42.9;179;60.2;178.8;22.63;22.36;14.19;3.37;95.33;97.9;18.82;7.81;81.3;40.18;94.65;127.6;127.85;139.5;20.84;11.2;29.34;116.26;72.7;11.38;311.8;6.36;93.6;47.64;22.45;369.5;9.31;8.85;10.36;22.26;35.07;75.96;4570.49
07/07/2022;26.46;8.56;120.25;1.15;127.74;94.68;91.5;10.88;24.08;135;143.2;50.85;24.18;108.1;12.01;54.85;104.05;53.26;44.55;4.53;24.69;16.76;164.1;14.38;0.8;12.76;9.92;54.1;21.23;5.68;15.41;86.37;327.7;37.16;45.46;9.05;2.13;13.32;28.09;10.63;76.52;16.79;91.25;77.02;10.66;31.51;86.32;40.68;17.95;17.58;89.8;20.34;118.7;117.85;44.4;93.1;44.75;46.15;505.2;14.54;19.23;72.56;607.6;13.4;8.13;82.15;26.63;13.94;21.79;39.49;78.95;28.78;26.06;343.9;10.74;24.72;15.02;16.48;42.79;178.3;61.15;176.35;24.01;22.7;14.91;3.55;98.72;99.27;19.79;8.05;83.9;41.73;95.1;130;134;145.9;20.98;12.02;30.17;116.18;72.06;11.82;313;6.48;96.15;49.38;23.3;379;9.5;9.46;10.42;22.62;35.52;79.46;4648.50
07/08/2022;27.21;8.74;122.55;1.17;128.46;96.04;93.58;11.22;24.32;137;146.3;51.5;23.52;111.4;12.26;54.25;104.7;53.59;45.46;4.61;24.52;17.17;167.5;14.7;0.83;13.54;10.04;54.4;21.61;5.78;15.89;88.18;336.1;37.26;45.24;9.56;2.2;13.47;28.58;10.83;76.62;17.55;90.9;77.68;10.76;31.5;88.12;41.4;18.88;17.89;89.85;20.83;120.2;119.9;44.8;93.15;45.35;46.25;501;14.82;19.83;72.78;606.9;14.05;8.31;82.85;27.06;14.09;21.86;40.25;78.65;30;26.26;330.45;10.6;24.82;16.29;17.18;44.25;178;62.1;177.85;24.62;22.78;15.54;3.57;99.42;99.33;19.99;8.22;83.5;42.99;95.5;129;136.2;149;21.44;12.48;30.83;117.24;73.54;12.13;310;6.73;99.25;49.27;23.37;377;9.72;9.72;10.41;22.64;35.19;80.68;4675.39
07/11/2022;26.69;8.55;121.55;1.11;128.26;96.71;89.86;11.08;23.82;136.6;145.7;50.45;23.54;110.6;11.19;54.65;104.45;53.42;43.98;4.51;24.12;16.96;166.2;14.62;0.82;13.43;9.87;53.35;21.44;5.53;15.54;86.32;343.3;37.07;45.42;9.65;2.14;13.25;28.13;10.78;76.44;16.4;88.2;77.86;10.53;31.39;85.96;40.68;17.89;18.18;87.05;20.29;119.9;120.6;43.72;95.4;44.75;47.1;496.15;14.08;19.79;72.42;604.3;13.57;8.22;81;26.38;14;21.6;41.38;77.1;29.34;25.6;329.5;10.6;22.38;15.45;16.6;43.56;178.5;61.8;179.2;23.36;22.4;15.09;3.49;98.39;100.14;19.62;8.12;85;41.53;94.95;127.8;134.9;147.6;21.34;12.19;30.75;115.86;73.6;11.98;312.5;6.48;94.85;48.92;23.18;370.5;9.39;9.56;10.43;21.6;34.9;77.86;4643.04
07/12/2022;26.84;8.56;122.2;1.15;127.82;100.46;87;10.74;24.1;137.8;149.4;51.35;23.9;112.1;11.04;54.8;103.55;54.51;43.82;4.59;24.3;16.99;164.55;14.56;0.79;13.32;9.84;54;21.75;5.55;15.54;87.63;339.8;37;46.06;10.23;2.19;13.5;28.32;10.85;78;16.95;87.35;75.92;10.55;31.6;86.82;41.28;18.39;18.5;87.7;20.36;120.2;123.3;43.9;95.9;44.85;47.8;504.9;14.14;20.28;73.14;610.7;13.55;8.28;81.6;26.3;13.94;22.08;40.75;77.5;29.54;26.18;338.85;10.77;22.75;15.11;16.79;44.55;179;62.5;179.5;23.73;22.46;15.3;3.43;101.32;100.06;20.07;8.11;85.1;41.72;94.8;129;135.05;146.8;21.82;12.28;31.09;116.06;74.98;11.24;310.1;6.51;95.25;48.27;23.38;368.5;9.3;9.31;10.01;21.2;35.78;78.02;4679.81
7/13/2022;26.68;8.4;121.9;1.14;125.88;101.28;87;10.68;23.45;136.8;143.6;50.85;23.46;111.3;11.07;55;104.25;53.68;42.73;4.56;24.63;16.71;162.75;14.7;0.78;12.83;9.68;54.2;21.34;5.53;15.53;86.66;336.1;37.03;45.47;;2.15;13.32;27.91;10.86;77.62;16.28;86.4;75.9;10.55;31.66;86.26;41.3;18.18;18.58;88.2;19.9;117;121.65;44.36;95.35;44.4;47.2;500;13.82;20.08;72.66;606.2;13.24;8.39;81.5;26.14;13.94;22;40.9;77.9;29.32;26.02;336;10.72;21.95;14.95;16.73;43.97;183.7;62.25;181.55;23.23;22.44;15.08;3.34;101.02;99.22;20;7.78;85.1;41.16;93.4;127;138.35;145.2;21.98;12.01;31.12;114.76;74.48;11.08;311.5;6.53;94.2;48.35;23.25;361;9.45;9.07;10.23;21.36;34.79;77.2;4646.88
7/14/2022;26.27;8.15;122.6;1.15;124.44;99.62;84.02;10.42;23.26;133.2;139.8;49.9;22.86;111;10.56;55.7;103.5;53.04;41.11;4.52;24.58;16.39;159.9;14.68;0.74;12.52;9.43;53.7;20.75;5.46;15.68;85.23;332.8;37.07;44.49;;2.09;12.98;27.68;10.87;75.56;15.93;87.3;77.5;10.59;31.72;85.7;40.66;17.56;18.88;87.35;19.18;114.9;120.25;43.98;92.25;44.4;46.1;496.75;13.76;19.79;71.54;606.4;12.78;8.28;81.05;26.24;13.74;21.27;39.86;74.95;29.1;26;334.8;10.53;21.3;14.87;16.49;43.12;179.8;62.05;178.1;22.69;21.78;14.94;3.25;100.72;98.47;19.9;7.83;85.4;40.71;89.9;124.2;139.2;143.2;21.76;11.69;31.3;113.14;73.3;10.44;315.3;6.46;93.35;46.09;22.52;350.5;9.49;8.64;9.97;20.72;33.44;74.84;4581.56
7/15/2022;26.9;8.24;125.45;1.22;127.02;103.72;86.72;10.82;23.8;138.2;144.6;50.2;23.4;115.6;11.11;56.45;106.05;53.69;41.58;4.61;25.18;16.41;165.15;15.08;0.76;12.68;9.59;54.75;20.95;5.62;15.9;87.77;342.8;37.99;45.87;;2.17;13.47;28.13;11.03;74.9;16.81;87.7;78.86;10.79;32.03;87.56;41.58;18.35;19.3;89.75;19.5;116.8;122.6;45;93.6;44.65;46.4;496.9;14.04;20.36;73.14;608.4;13.09;8.5;83.85;27.16;13.9;21.47;40.5;76.65;29.66;26.2;340.4;10.55;21.6;15.43;17.07;44.29;177;62.65;180.7;24.26;22.19;15.41;3.38;103.94;100.2;20.09;8.03;86;41.66;90.1;128.8;144.6;148.3;22.26;11.97;32.3;117.56;73.94;10;317.7;6.51;95.25;47.54;22.81;356;9.57;8.54;10.12;21.06;35.16;77.58;4674.77
7/18/2022;27.51;8.45;125.85;1.27;127;104.34;87.1;11;24.79;139.6;142.8;51.15;24.38;118;11.23;56.9;103.45;53.52;42.45;4.69;25.54;16.84;165.4;15.1;0.79;12.71;9.64;55.6;21.12;5.7;16.38;87.83;327.4;38.41;46.11;;2.22;13.72;28.41;11.2;75.7;16.85;90.2;78.42;10.7;32.49;88.1;42.76;18.96;19.41;91.25;20.17;126.3;122.9;45.42;92.15;45.2;47.8;510.8;14.16;20.94;74.02;614.3;15.26;8.58;85.1;27.44;14.1;21.93;41.33;78.05;30.22;26.74;342.2;10.5;21.62;16.33;17.47;44.5;179.7;63.65;180.75;24.8;22.83;15.59;3.39;104.28;99.85;20.4;7.93;85.8;42.36;91.35;130;146.15;148.8;22.44;12.25;32.64;118.62;74.34;10.12;321.5;6.61;97.75;48.65;23.43;366.5;9.77;8.97;10.05;21.62;36.25;81.1;4719.35
7/19/2022;28.45;8.65;127.85;1.3;129.06;105.84;89.88;11.14;24.14;143.6;144.4;52.05;25.4;119.5;11.39;56.55;104.4;54.62;43.9;4.76;25.46;16.99;167.5;15.42;0.8;13.1;9.74;57.45;21.4;5.84;16.79;90.01;333.3;38.13;46.27;11.73;2.28;14.24;28.83;11.51;76.18;17.8;90.75;79.1;10.69;33.07;89.42;43.14;19.72;19.53;92.95;20.97;127.3;124.5;46.28;92.75;46.15;49.05;528.3;14.67;21.17;75.34;628.1;15.58;8.77;85.45;27.89;14.24;22.7;38.75;81.65;30.98;26.94;347.2;10.55;22.68;16.08;18.2;46.41;178.8;64.95;181.85;25.89;23.27;16.06;3.47;104.22;101;20.62;7.94;89;43.33;93.3;131.2;145.95;150.5;22.66;12.72;33.03;121.14;75.86;10.22;322.6;6.73;99.35;49.1;24.24;377;9.86;8.91;10.3;22.08;37.22;82.86;4804.78
7/20/2022;28.63;8.71;126.3;1.28;128.6;104.66;89.5;11.1;23.24;143;141.8;52.45;25.44;119.8;11.59;56.1;104.75;54.02;44.53;4.79;25.38;17.11;167.05;15.16;0.8;12.95;10.04;57.6;21.2;5.82;16.98;88.92;339.9;39.16;46.67;11.75;2.27;14.15;28.72;11.47;77.4;17.95;92.25;79.54;10.6;33.23;87.72;41.8;19.82;19.37;93.35;20.94;126.7;122.2;46.06;92.55;46.6;48.8;526.8;14.52;20.86;76.42;625.7;15.58;8.77;84;28.08;14.19;22.98;39.13;82;30.82;26.36;344.1;10.43;22.79;16;18.13;47.12;180.1;64.9;182;25.87;23.17;16.03;3.49;103.68;98.84;20.58;7.8;90.9;43.43;93.3;133.4;149.9;152.1;22.32;12.62;33.73;122.5;75.5;10.4;323.2;6.69;98.1;49.2;23.76;340;10.01;8.98;10.53;22.12;37.36;82.64;4793.69
