Date;ACCOR;CREDIT AGRICOLE ;AEROPORTS DE PARIS ;AIR FRANCE - KLM;L'AIR LIQUIDE;Airbus ;ARKEMA ;ALD ;ALSTOM ;ALTAREA SC;DASSAULT AVIATION;AMUNDI;ANTIN INFRASTRUCTURE PARTNERS;ALTEN ;ATOS ;SOCIETE BIC;BIOMERIEUX ;DANONE;BNP PARIBAS ;BOLLORE ;BUREAU VERITAS ;CARREFOUR;Capgemini ;CARMILA;CGG ;CASINO, GUICHARD-PERRACHON;COFACE;COVIVIO ;AXA;DERICHEBOURG ;JCDECAUX ;VINCI;SARTORIUS STEDIM BIOTECH;DASSAULT SYSTEMES ;EDENRED;ELECTRICITE DE FRANCE ;ELIOR GROUP;ELIS;BOUYGUES;ENGIE;Euronext ;FAURECIA;ERAMET ;EUROFINS SCIENTIFIC ;EUTELSAT COMMUNICATIONS;LA FRANCAISE DES JEUX ;EIFFAGE ;FNAC DARTY;VALEO;GETLINK;GECINA ;SOCIETE GENERALE ;GAZTRANSPORT ET TECHNIGAZ ;THALES;ICADE;IPSEN ;IPSOS ;INTERPARFUMS ;KERING ;KORIAN;KLEPIERRE;LEGRAND;LVMH MOET HENNESSY LOUIS VUITTON;MCPHY ENERGY;MERCIALYS;WENDEL;COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN ;METROPOLE TELEVISION ;ArcelorMittal;NEOEN;NEXANS ;IMERYS;NEXITY ;L'OREAL;ORANGE ;ORPEA;OVH GROUPE ;COMPAGNIE PLASTIC OMNIUM ;PUBLICIS GROUPE ;REMY COINTREAU ;EURAZEO;PERNOD RICARD;RENAULT ;RUBIS;REXEL ;SOLUTIONS 30 ;SAFRAN ;SANOFI ;SCOR ;SES;SES-IMAGOTAG;COMPAGNIE DE SAINT-GOBAIN ;SEB;SOMFY;SOITEC ;SOPRA STERIA GROUP ;SPIE;Stellantis;STMicroelectronics ;SCHNEIDER ELECTRIC;SODEXO;Technip Energies;TELEPERFORMANCE ;TELEVISION FRANCAISE 1;TRIGANO ;TotalEnergies ;VEOLIA ENVIRONNEMENT ;VIRBAC;VIVENDI ;VALLOUREC;VALNEVA ;VERALLIA;WORLDLINE ;SOLVAY;SBF 120
05/04/2022;31.61;10.4;137.05;3.91;148.67;102.58;112.65;13.28;22.41;141.8;160.4;56;22.84;122.6;25.59;56.15;90.18;56.37;51.01;4.45;27.2;20.47;190.55;14.78;1.18;16.5;11.78;67.05;25.16;9.09;19.67;91.32;299.6;41.43;46.98;8.38;2.86;13.84;31.02;11.39;73.14;20.2;125.5;85.2;10.65;35.7;93.5;46.58;17.24;17.5;106.2;23.02;116.9;122.8;56.55;96.75;45;47;480.85;20;22.8;81.96;593.3;17.83;8.24;93.05;29.8;17.25;26.9;37.89;86.95;35.9;29.12;329.8;11.5;33.45;21.27;15.4;57.72;184.7;70.05;193.55;23.65;26.06;18.83;5.29;98.68;99.2;27.1;8.49;86.4;54.86;112.9;126.6;168.4;165;22.72;12.82;35.02;129.52;71.72;11.9;328.9;7.97;123.4;48.83;27.19;371;11.3;11.63;11.87;26.18;38.04;94.74;4972.54
05/05/2022;30.83;9.98;137.2;3.99;149.04;109.02;116.5;13.14;22.17;140.6;160.5;54.75;22.98;122.7;24.62;56.6;91.52;56.02;50.7;4.42;26.95;20.56;189.35;14.8;0.96;16.39;11.51;67.7;24.68;8.98;19.21;91.06;298.9;41.49;46.9;8.26;2.78;14.09;30.92;11.28;73.3;19.52;125.3;86.72;10.67;34.35;93.46;46.74;16.87;17.4;106.9;22.43;117.1;122.5;56.6;95.35;45.25;46;470.9;19.7;22.96;83.2;574;17.52;8.26;92.85;29.4;16.73;26.35;37.7;86.6;35.9;29.18;329.2;11.6;33.44;20.51;14.5;57.12;183.8;70.35;192.75;22.72;25.86;19.01;5.22;97.11;99.5;26.07;8.36;83.1;54.13;111.5;127.6;168.4;163.7;22.7;12.73;35.1;129.36;71.44;11.97;328.9;7.82;119.9;49.52;27.2;364;11.06;11.68;11.85;25.82;37.27;91.38;4950.10
05/06/2022;30.5;9.97;132.75;3.95;146.2;107.5;116.25;13.1;22.33;142.8;159;54.1;22.32;120.8;24.39;57.1;90.26;56.1;50.59;4.45;25.9;20.59;183.75;14.52;1.04;16.76;11.61;65.9;22.8;8.73;17.24;90.39;295.7;39.5;46;8.14;2.76;13.82;30.74;11.14;72.88;20.02;126.6;84.54;10.49;33.91;93.28;47.26;17.19;17.31;104;22.57;117.5;121.05;56.1;94.65;44.45;44.32;457.9;19.97;21.86;81.28;561.9;17.71;8.2;88.85;29.28;15.94;26.32;37.21;84.15;35.78;29.06;316;11.57;32.26;20;14.92;54.56;172.5;69.15;183.2;23.17;25.62;18.75;5.32;95.42;97.05;26.26;8.31;80.3;53.53;108.6;124.4;165.15;161.2;22.24;13.16;34.77;127;69.46;12.01;317;7.69;119;50.6;26.26;353.5;10.94;11.98;12.12;25.68;37.44;92.34;4868.51
05/09/2022;28.91;9.9;130.95;3.86;142.6;103.72;111.7;12.78;22.76;137.6;155.6;53.35;21.18;114.1;23.3;56.9;88.38;55.89;49.85;4.55;25.46;20.6;177.75;14.26;0.95;16.69;11.35;64.5;22.24;8.49;16.91;89.34;286.5;37.74;44.45;8.06;2.62;13.68;30.63;11.01;70.62;19.56;116.5;84.8;10.55;32.04;92.7;47.02;16.84;17.17;101;22;113.8;118.2;54.95;92.35;42.65;43.09;442.45;19.42;21.61;78.02;542.6;16.44;7.97;86;28.4;15.54;25.95;35.66;79.3;34.58;28.32;304.4;11.64;30.79;19.05;14.64;52.6;164.2;66.4;176.2;22.46;25.06;18.1;5.19;92.28;96.46;26.04;8.21;77.2;51.8;105.3;121.4;154.2;155.7;21.68;12.73;33.4;121.9;67.5;11.67;304.7;7.45;115.4;48.14;25.27;339.5;10.86;11.29;11.66;25.26;35.65;90.24;4733.77
05/10/2022;29.04;9.95;129.2;3.82;143.31;104.6;115.05;12.84;23.04;137.2;154.1;54.75;21.42;114.8;23.3;55.75;89.1;54.84;50.92;4.6;25.2;20.67;176.7;14;0.93;16.7;11.37;64.65;22.47;8.47;16.93;88.86;287.7;38.08;44.56;8.24;2.57;13.82;30.9;10.99;72.52;20.2;116.3;83.38;10.4;32.41;90.92;46.68;17.08;17.08;102.1;22.01;109.6;116.8;54.8;93.9;42.5;42.55;442.9;19.84;21.83;79.36;549.5;16.07;8.12;87.75;28.84;15.25;25.96;36.28;79.05;33.94;28.22;309;11.72;32.52;19.01;14.68;52.94;166.6;67.8;177.95;22.38;25.36;18.55;5.32;92.66;97.79;26.92;8.11;79.3;51.9;105.6;120;157.5;155.3;21.8;12.85;33.43;123.96;67.88;11.73;307.1;7.4;119.7;48.15;25.56;345.5;10.85;11.49;11.64;25.5;35.25;92.2;4758.69
05/11/2022;30.57;10.16;130.15;3.86;143.96;107.48;115.45;13.04;21.85;140.6;155.9;55.3;22.1;117.8;23.33;56.65;88.62;54.96;52.15;4.7;25.49;20.48;179.7;14.34;0.95;16.61;11.58;65.1;22.96;8.54;17.75;91.02;292.4;38.23;43.98;8.56;2.71;14.08;31.23;11.29;71.62;21.41;120.9;82.5;10.51;32.45;92.42;46.8;17.78;17.14;103.4;22.63;110;117.7;55;94.15;43.1;43.86;459.6;20;22.53;79.76;573;16.45;8.31;89.8;29.39;15.47;26.9;37.6;76.7;33.9;28.96;323.85;11.67;33.3;19;15.18;53.76;173.3;69.25;185.25;22.95;25.95;18.43;5.4;95.86;97.93;27.52;8.1;77.8;52.89;107.4;122.8;162.95;157.6;21.98;13.23;34.38;127.6;69.5;12;309.5;7.58;122.4;50.35;26.65;354.5;11;11.85;11.38;25.48;35.54;92.86;4869.90
05/12/2022;29.73;10.06;129.65;3.81;143.29;104.4;112;13.44;22.91;141.8;153.6;54.9;22.5;116.3;22.97;56.8;84;54.8;51.41;4.78;25.92;20.59;180.45;14.32;0.91;16.44;11.62;63.8;22.66;8.47;17.74;90.38;282;37.59;43.75;8.28;2.7;14.31;30.93;11.08;72.26;21.31;117.4;81.24;10.51;32.81;92.36;46.14;17.65;17.19;102.2;22.96;110;114.25;54.1;92.2;43.1;43.73;449;20.1;20.5;78.88;565.4;15.71;8.36;89.1;29.38;15.41;26.05;35.33;77.8;33.48;28.78;322.7;11.68;33.82;18.97;15.37;53.28;168.4;69.5;182.8;22.43;25.81;17.85;5.48;93.77;97.46;27.64;8.23;77.9;52.39;107;122.2;162;155;21.6;13.25;35.74;128;70.16;12.08;307.8;7.56;117.9;49.37;25.04;340.5;10.97;11.62;11.49;25.22;35.92;91.6;4820.82
5/13/2022;30.69;10.29;130.95;3.89;147.64;106.36;115.2;13.54;23.27;146;155.7;55.6;25.24;120;23.42;57.35;88.52;56.17;52.38;4.76;26.39;21.03;184.25;15.08;0.93;18.06;11.85;64.75;23.01;8.76;18.06;92.55;298.2;38.11;44.93;8.48;2.79;14.57;31.2;11.36;73.38;21.96;120;84.18;11.03;34.96;94.74;47.18;17.89;17.45;104.9;23.34;115;113.95;56.3;94;44.4;45;460.1;20.7;21.42;80.32;581.3;16.84;8.57;91.3;30.08;15.63;26.45;37.61;79.65;34.1;29.5;332.45;11.67;34.81;18.92;15.7;54.94;175;71.4;188.35;23.6;26.19;18.59;5.53;96.53;99.79;27.8;8.33;79.5;53.65;107.6;139;166.45;157.5;22.12;13.74;37.88;129.48;72.96;12.29;314.7;7.54;122.8;51.08;25.98;352;11.02;12;11.93;25.7;36.85;92.42;4942.53
5/16/2022;30.96;10.25;131.85;3.89;145.24;105.84;116;13.76;22.84;149;156.1;54.9;25.34;120.2;22.94;57.45;88.88;56.6;52.31;4.78;26.58;21.17;184.95;15.34;0.94;18.92;12.12;66.65;23.04;8.7;18.37;92.56;302.2;37.93;44.76;8.59;2.85;14.46;31.69;11.63;73;21.7;123.2;84.66;11;34.95;91.72;47.48;17.58;17.79;107.3;23.21;117.3;116.05;57.1;93.65;44.35;43.09;460.75;20.38;21.89;78.88;575;16.23;8.77;90.95;30.19;15.62;27.15;37.46;78;34.2;29.54;327.8;11.72;31.6;18.3;15.65;55.26;175.8;71.7;191.25;23.59;26.9;18.36;5.58;96.48;100;27.77;8.5;83;53.1;103.8;139.4;166.25;158;21.96;13.67;37.15;127.62;73.42;12.42;310.9;7.57;122.1;51.71;25.82;358.5;11;12.58;9.65;25.5;36.04;92.58;4933.37
5/17/2022;30.94;10.53;133.7;3.96;148.18;108.28;117.8;13.96;23.45;150.4;157.3;55.85;25.52;123.4;23.61;57.5;89.44;55.94;53.5;4.81;26.83;21.03;187.6;15.3;0.96;18.39;12.39;66.8;23.59;8.89;18.88;92.93;303.3;38.14;45.11;8.6;3.06;14.77;32.05;12.25;73.76;22.13;130.1;85;10.9;34.91;92.5;48.16;17.83;18;106.8;24.05;118.2;115.45;56.95;94.75;45.4;43.82;470.35;20.68;22.61;80.5;590.1;16.53;8.86;92.45;29.13;15.73;27.61;37.77;80.45;34.1;30.18;328.25;11.73;33.64;18.83;15.9;55.98;175.5;72.4;189;24.25;26.81;18.98;5.74;98.62;99.92;28.45;8.63;83.1;53.92;105;138.2;169.05;161.4;22.2;13.73;38.15;128.92;74.8;12.39;310.8;7.65;120.6;52.33;26.23;366;11.04;12.78;10.26;25.58;37.2;93.06;4997.00
5/18/2022;30.29;10.46;141.95;4.16;147.05;107.94;117.45;13.72;23.93;150.4;157.4;54.6;26.24;121.2;23.36;57;87.86;55.49;53.34;4.78;26.31;20.1;181.9;15.52;0.96;17.62;12.68;67.35;23.42;8.8;19.12;92.41;296.3;37.17;45.14;8.37;3.03;14.57;32.02;12.36;76.6;22.43;132.1;83.2;11.07;35;92.38;46.8;17.96;18.19;106.7;23.98;120.7;114.55;57.3;96.55;44.1;41.77;463.3;19.76;22.96;79.4;578.5;16.49;9;91.45;28.51;15.54;27.57;38.54;83.35;34.32;30.34;316;11.69;27.19;18.36;15.98;54.94;169.8;71.85;184.3;23.81;26.46;18.82;5.58;97.91;100.92;28.09;8.71;84;53.69;101.2;139.2;166.9;160.1;21.98;13.52;37.36;126.22;72.36;11.89;305.8;7.54;119.2;52.18;25.83;358.5;10.91;12.94;10.02;25.16;35.93;92.28;4941.28
5/19/2022;29.99;10.37;137;4.25;145.09;106.4;112.55;13.38;23.92;148.8;154.8;53.6;25.42;121;23.52;56;89.44;54.11;53.19;4.77;26.18;19.46;178.35;14.86;0.97;17.2;12.37;65.4;23.05;7.54;18.52;90.76;302.3;37.78;45.03;8.3;2.88;14.59;31.86;12.47;76.48;22.69;135.5;85.66;10.87;34.21;90.46;45.02;18.24;17.9;104.4;24.48;121.7;113.3;55.1;94.15;43.8;41.36;454.1;19.33;20.88;79.1;568.5;16.59;8.65;88.6;28.84;15.43;27.13;39.46;82.6;33.66;29.84;308.65;11.55;24.52;18.8;15.95;54.42;166.4;69.15;177.9;24.12;25.85;18.5;5.57;95.88;100.06;27.56;8.56;83.9;52.43;100.2;134.8;166.65;162.9;21.7;13.48;37.35;124.84;70.82;11.6;303.7;7.5;117.8;51.53;25.18;365.5;10.79;12.74;11.71;24.66;36.99;88.04;4879.07
5/20/2022;30.54;10.39;137.75;4.3;145.56;106.92;111.85;13.6;23.96;150.4;154.6;54.35;27.26;122.6;24.86;56.05;91.46;54.87;53.71;4.82;26.45;19.11;180.75;14.78;0.96;17.17;10.52;67.25;23.12;7.62;18.84;90.96;307.7;38.24;45.24;8.41;2.83;14.72;31.8;12.64;78.9;23.14;135.5;85.5;10.92;34.66;90.74;45.08;18.83;18.26;105.6;24.5;124;113.8;56.15;95.2;44.65;41.27;450.35;19.57;21.12;79.14;556.6;16.53;8.69;89.55;29.08;15.44;27.4;39.2;82.85;33.5;30;307.8;11.58;24.6;18.78;16.29;54.6;166.6;69.95;177;24.18;26.33;18.74;5.59;96.01;102.3;25.4;8.59;83.3;51.96;101;134.4;167.85;161.9;21.6;13.52;36.8;125.62;71.28;11.76;305.9;7.51;115.3;51.71;25.87;358.5;10.94;13.6;11.88;24.52;37.36;88.5;4892.48
5/23/2022;30.51;10.78;140;4.35;147.87;107.18;112.3;13.74;24.33;153.2;152.6;51.9;28.76;125.6;25.1;56.3;90.8;55.15;52.12;4.92;26.38;19.36;184;14.28;0.96;17.22;10.86;68.45;23.43;8;18.83;89.86;311.3;38.56;46.05;8.47;2.84;14.71;32.03;12.86;75.74;23.1;141.7;84.96;10.98;34.78;92.12;45.36;18.94;18.45;107.8;25.54;125.6;115.7;56.95;95.6;44.85;42.41;455;19.46;21.99;80.18;560.9;16.58;9.01;91.1;29.46;15.33;28.53;40.05;84.7;34.14;27.82;313.6;11.7;24.5;19.04;16.33;54.44;168.9;71.3;180.75;24.28;27.65;19.4;5.6;96.13;103.7;25.65;8.75;84;53.09;100.8;138.6;170.5;165;21.74;13.59;36.85;127.54;72.1;11.98;306.1;7.57;115.7;53.29;26.18;364;11.11;13.67;11.36;25.22;37.96;90.42;4948.14
5/24/2022;29.17;10.72;136.2;3.45;146.22;102.74;109.6;13.44;23.96;150;152;51.2;28.92;119.9;24.01;55.75;91.58;54.38;51.68;4.9;26.19;19.15;181.65;13.92;0.96;16.74;10.63;66.85;23.37;7.93;17.68;88.81;309.1;37.22;45.62;8.25;2.74;14.35;32.15;12.6;76.42;22.32;140.6;85.08;10.9;34.07;91.58;45;18.61;18.7;105.6;25.47;126.7;116.05;56.15;95;43.85;40.73;446.9;19.14;21.64;78.9;551.8;16.01;8.97;89.75;29.11;15.23;28.04;39.78;83.6;33.36;26.54;308.3;11.81;24.4;18.61;16.11;50.4;164.3;70.8;176.65;23.86;26.38;18.87;5.37;92.09;103.62;24.61;8.77;81.1;52.18;97.65;135.6;165;162.6;21.84;13.14;35.58;124.06;71.78;11.69;298;7.52;113.9;52.45;25.58;353.5;10.95;13.83;10.64;24.8;37.21;87.56;4865.49
5/25/2022;29.33;10.86;138.5;1.75;146.42;104.76;111.25;13.64;24.52;147.6;154.2;51.85;29.78;121.1;24.13;55.95;92.3;54.96;51.87;4.92;26.07;19.16;182.45;14.18;0.98;17.16;10.58;66.45;23.64;7.95;17.72;89.55;307.6;37.66;45.4;8.48;2.77;14.17;32.46;12.78;77.64;23.64;140;85;11.09;34.36;92.36;45.62;18.78;18.54;105.5;24.87;130.8;115.65;55.15;96.45;44.5;41.14;452.1;19.21;21.89;80.34;551;15.43;9.14;91;29.49;15.83;28.55;40.25;85.95;33.88;26.76;307.45;11.76;24.47;18.5;16.46;50.6;165.5;70.85;178.2;24.39;26.99;19.13;5.4;94.72;103.72;24.6;8.86;80.3;53.15;98;134.8;163.3;163.3;21.92;13.38;35.79;123;68.26;12.2;297.1;7.72;113.7;53.95;26.11;361;11.03;13.95;10.94;25.18;37.94;89.68;4900.80
5/26/2022;30.35;11.16;140.95;1.77;147.36;109.06;111.5;13.82;24.85;149;157.1;52.75;30.18;122.7;24.88;55.95;93.08;54.56;52.7;4.93;26.26;19.28;184.35;14.48;0.99;17.58;10.63;67.65;23.96;7.95;18.07;92.09;307.5;38.18;46;8.49;2.82;14.56;32.76;12.74;77.94;25.26;142.6;85;11.15;34.85;94.38;47.7;20.04;18.43;107.3;24.91;131.6;117.45;55.1;96.3;45.2;42.14;467.7;19.82;22.21;80.84;571.2;15.67;9.19;93.15;30.01;16.03;29.49;40.5;88.05;34.14;26.7;311.95;11.78;26.17;18.92;17;51.56;165.1;71.9;178.25;25.31;27.31;19.61;5.59;98.58;103.6;25.06;8.96;79.5;54.27;99.95;137.4;168;165.6;22.54;13.7;36.39;125.18;70.72;12.31;302.6;7.79;116.4;55.12;26.46;368;11;12.95;11.07;25.4;39.74;90.66;4985.55
5/27/2022;30.68;11.25;139;1.77;150.6;111.86;113.3;13.96;26.01;141.4;158;53.5;30.92;124.8;24.94;55.8;98.14;54.76;53.55;5.01;26.9;19.11;186.6;14.9;1.02;17.8;10.72;68.2;24.27;7.85;17.94;92.73;321.5;39.43;46.18;8.45;2.79;14.81;32.76;12.7;79.36;25.37;144.3;87.78;11.13;35.01;94.62;47.1;19.88;18.46;108.6;24.88;133.4;117.65;55;95.4;45.95;42.73;489;20.16;21.56;82.18;593.4;15.82;9.2;95.5;30.08;16;30.45;39.84;90.2;34.4;27.08;324.8;11.7;26.68;19.2;17.37;51.76;170.1;72.7;183.45;25.19;27.3;19.86;5.64;99.54;102.38;25.25;8.87;82.1;55.16;100.9;137.4;172;168.3;22.92;13.74;37.28;127.8;71.82;12.38;311.2;7.71;119.3;54.88;26.56;377.5;11.03;13.2;11.42;25.72;39.85;91.48;5062.63
5/30/2022;31.18;10.35;139.95;1.83;150.05;112.54;112.95;14.28;25.76;142.8;158.3;54;30.7;124.5;24.68;53.7;98.48;54.79;54.3;5.07;27.06;19.05;186.4;14.58;1.03;18.17;11.01;68.55;24.12;7.78;18.35;91.7;330.2;40.44;46.52;8.35;2.81;14.9;32.38;12.55;80.32;25.68;147.3;88.62;11.04;35.09;93.56;47.58;20.17;18.37;109.2;25.31;119.5;116.4;55.05;94.95;46.85;44.91;505.3;20;21.62;81.78;608.6;15.76;9.27;97.25;30.51;16.39;30.48;39;94.2;34.9;27.08;331.7;11.59;26.98;19.64;17.59;52.12;175;72.75;184.15;25.71;27.44;20.05;5.65;99.91;100.42;25.25;8.87;85.4;55.88;102.2;140.4;172.4;167.5;23.04;14;37.85;131.58;71.5;12.13;317.1;7.77;122.2;55.18;27.15;375;11.06;13.09;11.77;26.14;39.2;91.58;5096.70
5/31/2022;30.57;10.31;139.15;1.8;148.04;108.78;112.55;12.92;25.4;140.2;157.7;54.15;30.16;124;24.46;53.2;97.9;54.73;53.11;4.96;26.87;19.03;180.5;14.6;1.03;17.93;10.97;67.9;23.51;7.49;18.39;89.68;321.1;39.19;45.92;8.26;2.78;14.77;32.13;12.5;80.6;25.82;140.6;86.82;11.05;33.94;92.1;47.3;20.65;17.93;109.4;25.01;122;113.6;54.05;93.2;45.2;45.73;509.7;19.49;21.22;80.56;597.2;15.35;9.25;95.75;30.31;16.26;29.96;38.91;93.45;34.4;26.86;328.55;11.65;25.86;18.92;17.43;50.88;171.3;71.9;182.5;25.55;28.2;19.79;5.47;96.25;99.38;24.43;8.89;85.1;55.1;99.2;137.4;170.8;166;22.64;13.93;37.23;129.04;69.44;12.06;308.7;7.72;121.8;55.59;26.04;378.5;11.1;12.9;11.64;25.78;38.01;91.1;5025.96
06/01/2022;29.96;10.13;138.8;1.76;145.2;108.26;112.95;13.08;25.51;142;160.5;53.8;28.3;122.6;24.16;53.35;94.6;54.68;52.84;4.89;26.41;19.3;176.1;14.62;1.06;17.86;10.89;66.85;23.5;7.43;18.32;89.31;310.2;38.81;44.69;8.14;2.81;14.33;31.91;12.48;78.96;25.44;138.6;85.2;11.11;33.37;90.98;45.1;20.54;17.92;107.9;25.06;121.1;114.35;54;93.4;45.85;46.91;509.8;19.08;21.3;79.32;597.8;15.35;9.25;93.95;30.31;16.34;29.64;38.37;93.2;34.22;26.86;321.95;11.63;25.29;18.73;17.9;51.26;170.8;71.25;180.05;26.19;28.02;19.88;5.33;96.63;99.45;24.25;8.82;85.3;54.69;99.15;138.8;171.05;162;22;14.15;37.05;127.56;69.02;12.4;301.7;7.77;120.4;54.12;25.92;376.5;11.02;12.95;11.3;25.94;38.09;91.94;4986.19
06/02/2022;30.07;10.12;138.4;1.72;147.42;108.96;115.3;12.88;26.68;141.6;163.2;53.7;28.66;123.6;26.09;54.15;96.5;56.3;52.7;4.92;26.72;19.62;178.8;14.94;1.09;17.78;10.9;66.15;23.48;7.56;18.28;89.81;321.2;39.42;45.64;8.18;2.8;14.61;31.89;12.43;78.5;25.52;145.7;86.18;11.22;33.67;91.54;45.14;20.57;17.81;105.2;24.97;124.6;114.3;53.45;94;46.25;46.91;520.5;18.79;20.7;81.16;608.1;15.79;9.13;95.45;30.69;16.54;30.33;39.29;95.15;34.72;27.26;332;11.55;25.44;18.85;18.07;51.3;179.2;72.4;183.7;26.28;28.64;20.55;5.35;98.08;99.33;24.11;8.84;86.5;57.31;99.4;142.8;173.9;165;22.16;14.26;37.72;130.8;69.3;12.72;307.6;7.83;120.5;54.17;26.22;380;11.31;12.9;10.86;26.34;38.7;92.78;5046.86
06/03/2022;30.11;10.01;137.05;1.69;147.09;108.68;116.35;13.16;26.57;145.4;163.5;53.35;28.56;123.8;25.92;54.6;94.7;55.9;52.56;4.94;26.59;19.7;179.95;14.88;1.11;17.44;10.88;66.8;23.51;7.52;18.02;90.14;319.7;38.82;45.38;8.37;2.81;14.62;31.98;12.47;78.1;23.78;142;85.18;11.21;34.07;91.98;45.04;19.89;17.78;106.5;24.98;126.7;114.25;54;94.2;46.3;46.91;521;18.68;21.03;79.9;609.1;15.89;9.42;94.85;30.49;16.57;30.35;39.19;94.1;34.94;26.58;327.9;11.56;24.9;18.54;17.29;51.06;179.4;72.55;182.35;25.77;28.84;19.84;5.3;96.19;100.06;24.35;8.84;85.9;56.79;99.9;142.2;170.6;164.2;22.18;13.8;36.9;129.98;69.2;12.77;306.2;7.83;120.1;54.48;26.56;367.5;11.35;12.88;11.17;26.06;38.43;93.32;5035.08
06/06/2022;30.64;10.16;138.35;1.72;148.26;111.34;117.05;13.06;26.32;143.8;164.6;54.4;28.86;124;26.54;54.3;95.26;55.9;53.28;4.95;26.87;19.62;182.25;15;1.12;17.85;11.02;67.25;23.9;7.59;18.34;91.42;320.7;39.57;45.85;8.36;2.9;14.68;32.07;12.6;79.26;26.1;142.4;86;11.15;34.06;93.18;45.64;21.28;17.97;108.2;25.64;124.7;115;54.15;93.15;46.4;47.36;526.1;18.96;21.34;80.5;613.8;16.15;9.41;97.05;30.79;16.57;30.81;40.08;94.35;35.14;26.86;333.1;11.49;25.73;19.43;17.95;51.9;178.9;72.2;183.8;26.63;28.76;19.84;5.41;98.52;100.16;24.69;8.81;87.4;54.73;100.4;143.8;172.5;167.8;22.3;14.03;37.03;131;69.66;12.72;308.4;7.87;122.9;55.49;26.61;371.5;11.27;13.46;11.25;26.02;39.23;93.46;5084.90
06/07/2022;30.36;10.02;136.85;1.73;147.16;110.26;116.15;12.92;26.45;146;165.4;53.6;28;123.4;26.58;54.2;95.06;55.49;52.45;4.85;26.7;19.15;180.25;15.1;1.2;17.11;10.94;66.8;23.69;7.56;17.92;90.7;320.7;38.66;44.96;8.24;2.94;14.84;31.97;12.6;78.44;23.56;140;85.56;11.01;34.25;93.84;44.6;21.32;18.18;109.6;25.2;126;115.7;53.55;93.55;46.3;46.64;525;18.72;21.35;80.06;608.4;15.94;9.38;96.35;30.48;16.42;30.88;40;94.55;35.18;26.6;327.35;11.1;25.25;18.99;17.8;51;176;72.2;181.8;26.4;28.5;19.98;5.32;97.7;99.99;24.53;8.77;83.5;55.72;98.4;144;171.6;165;22.36;13.89;36.77;129.78;69.96;13.38;305.6;7.81;119;55.71;26.99;371.5;11.1;13.84;11.4;25.9;39.28;92.84;5050.00
06/08/2022;30.12;9.98;132.45;1.65;144.2;108.32;115.45;13.02;26.42;146.2;163.2;52.7;27.5;120.5;25.03;54.25;94.5;53.98;52.08;4.77;26.59;18.9;178.5;14.56;1.22;16.93;10.78;65.8;23.34;7.41;17.75;90.72;323.3;38.58;44.35;8.11;2.95;14.37;31.81;12.47;77.48;23.69;135;85.98;10.97;33.6;94.84;43.9;21.43;18.08;108.5;25.03;122.9;114.1;52.4;93.05;46.5;46.36;523;16.94;21.65;78.28;601.7;15.88;9.29;94.7;30.24;16.22;29.86;39.54;93.3;34.82;26.08;326.9;10.85;24.46;19.24;17.7;49.89;171.8;72.1;177.25;27.4;28.5;19.82;5.26;98.08;99.11;24.06;8.69;81.6;55.68;96.1;141.6;175.6;164.1;21.88;13.96;37.02;127.72;69;13.6;300.8;7.79;118.3;56.52;26.62;364;11.09;13.93;11.7;25.84;39.15;93.32;5009.01
06/09/2022;30.01;9.81;129.15;1.61;141.88;105.4;112.55;13;26.45;137.4;160;51.95;27.3;119.3;23.09;53.85;91.52;53.34;51.19;4.75;26.28;18.65;176.45;14.32;1.15;16.22;10.79;63.15;23.41;7.41;17.54;90.8;320.2;37.74;44.23;8.62;2.97;14.1;31.58;12.46;75.44;23.17;125.5;84.44;10.92;33.9;94;43.9;21.39;17.37;105.6;24.88;120.7;113.15;50.6;90.65;46.15;45.18;515;16.47;20.78;77.78;587.6;15.59;9;93.45;30.28;15.83;28.5;39.52;93.65;34.32;25.56;322.35;10.85;23.59;19.04;17.8;49.21;169.3;70.55;176.85;27.25;28.5;19.79;5.04;95.07;98.26;24.25;8.64;81.7;55.36;94.45;140;176;162;22.2;13.71;35.98;127;69.66;13.2;299.6;7.66;115.7;55.71;26.46;360;11.04;13.36;11.18;25.7;38.95;92.56;4939.38
06/10/2022;29.16;9.23;129.3;1.6;139.12;102;105.95;12.62;25.83;133.2;156;50.7;26.36;115.3;21.12;53.65;90.54;52.65;48.6;4.75;26.07;18.34;169.85;14;1.11;15.69;10.45;61.15;22.58;7.08;16.88;88.18;310.9;36.17;44.18;8.48;2.84;13.56;31.23;12.26;75.7;22.16;120.2;83.42;10.83;33.51;92.28;43.5;20.84;17.43;104.2;23.35;119.7;111.65;50;88.7;46.15;44.27;510.4;15.63;20.33;76.26;572.9;14.65;8.77;92.5;29.38;15.5;27.16;38.62;93.1;33.34;25.2;314.75;10.8;22.09;18.8;17.24;47.21;165.2;70.95;174.8;26.34;27.94;19.12;4.46;91.67;96.87;23.15;8.61;77.1;52.69;92.9;135.4;171.8;156.8;21.8;13.01;34.51;123.5;68.3;13;296.1;7.59;111.6;54.5;25.25;346;10.98;12.53;10.45;25.24;36.85;88.9;4809.87
